input,output
Quero uma questão de filosofia sobre Kant.,"Uma pessoa vê-se forçada pela necessidade a pedir dinheiro emprestado. Sabe muito bem que não poderá pagar, mas vê também que não lhe emprestarão nada se não prometer firmemente pagar em prazo determinado. Sente a tentação de fazer a promessa; mas tem ainda consciência bastante para perguntar a si mesma: não é proibido e contrário ao dever livrar-se de apuros desta maneira? Admitindo que se decida a fazê-lo, a sua máxima de ação seria: quando julgo estar em apuros de dinheiro, vou pedi-lo emprestado e prometo pagá-lo, embora saiba que tal nunca sucederá.

KANT, I. Fundamentação da metafísica dos costumes. São Paulo: Abril Cultural, 1980.

De acordo com a moral kantiana, a “falsa promessa de pagamento” representada no texto:
A) assegura que a ação seja aceita por todos a partir da livre discussão participativa.
B) garante que os efeitos das ações não destruam a possibilidade da vida futura na terra.
C) materializa-se no entendimento de que os fins da ação humana podem justificar os meios.
D) opõe-se ao princípio de que toda ação do homem possa valer como norma universal.
E) permite que a ação individual produza a mais ampla felicidade para as pessoas envolvidas."
Me envie uma questão de português sobre conectivos.,"Como ocorrem os eclipses solares?

Quando a Lua passa exatamente entre a Terra e o Sol, o astro que ilumina nosso planeta some por alguns minutos. O espetáculo só ocorre durante a lua nova e apenas nas ocasiões em que a sombra projetada pelo satélite atinge algum ponto da superfície do planeta. Aliás, é o tamanho dessa sombra que vai determinar se o desaparecimento do astro será total, parcial ou anular. Geralmente, ocorrem ao menos dois eclipses solares por ano. Um eclipse solar é uma excelente oportunidade para estudar melhor o Sol.

Disponível em: https://mundoestranho.abril.com.br. Acesso em: 21 ago. 2017 (adaptado).

Nesse texto, a palavra “aliás” cumpre a função de:

A) promover uma conclusão de ideias valendo-se das informações da frase anterior.
B) indicar uma mudança de assunto e de foco no tema desenvolvido.
C) conectar a informação da frase anterior com a da posterior.
D) conferir um caráter mais coloquial à reportagem.
E) salientar a negação expressa na frase posterior."
Gere uma questão de matemática sobre geometria espacial.,"Uma empresa produz embalagens para acomodar seu produto. As embalagens atuais são cilíndricas e medem 16 cm de diâmetro e 20 cm de altura. A pedido da direção, as embalagens terão um novo formato. Elas serão na forma de paralelepípedos retos retângulos, de base quadrada, de lado medindo 16 cm. A capacidade delas deverá ser, pelo menos, 400 mL maior que a das embalagens atuais. Use 3 como valor aproximado de π. O valor aproximado da medida da altura das novas embalagens, em centímetro, é: 
A) 11. 
B) 15. 
C) 17. 
D) 62. 
E) 66."
Quero uma questão de física sobre movimento uniformemente variado.,"Você foi contratado para sincronizar os quatro semáforos de uma avenida, indicados pelas letras O, A, B e C, conforme a figura. 
Os semáforos estão separados por uma distância de 500m. Segundo os dados estatísticos da companhia controladora de trânsito, um veículo, que está inicialmente parado no semáforo O, tipicamente parte com aceleração constante de 1 m s–2 até atingir a velocidade de 72 km h–1 e, a partir daí, prossegue com velocidade constante. Você deve ajustar os semáforos A, B e C de modo que eles mudem para a cor verde quando o veículo estiver a 100 m de cruzá-los, para que ele não tenha que reduzir a velocidade em nenhum momento.
 Considerando essas condições, aproximadamente quanto tempo depois da abertura do semáforo O os semáforos A, B e C devem abrir, respectivamente? 
A) 20s, 45s e 70s. 
B) 25s, 50s e 75s.
 C) 28s, 42s e 53s. 
D) 30s, 55s e 80s. 
E) 35s, 60s e 85s."
Me dá uma questão de história sobre o Iluminismo.,"Fala-se muito nos dias de hoje em direitos do homem. Pois bem: foi no século XVIII — em 1789, precisamente — que uma Assembleia Constituinte produziu e proclamou em Paris a Declaração dos Direitos do Homem e do Cidadão. Essa Declaração se impôs como necessária para um grupo de revolucionários, por ter sido preparada por uma mudança no plano das ideias e das mentalidades: o lluminismo.

FORTES, L. R. S. O lluminismo e os reis filósofos. São Paulo: Brasiliense, 1981 (adaptado).

Correlacionando temporalidades históricas, o texto apresenta uma concepção de pensamento que tem como uma de suas bases a:
A) atualização da disciplina moral cristã.
B) socialização do conhecimento científico.
C) universalização do princípio da igualdade civil.
D) divulgação de costumes aristocráticos.
E) modernização da educação escolar."
Manda uma questão de biologia sobre evolução das espécies.,"Podemos esperar que, evoluindo de ancestrais que disputavam os mesmos recursos, as espécies tenham desenvolvido características que asseguram menor ou nenhuma competição com membros de outras espécies. Espécies em coexistência, com um potencial aparente para competir, exibirão diferenças em comportamento, fisiologia ou morfologia.
TOWNSEND, C. R.; BEGON, M.; HARPER, J. L. Fundamentos em ecologia. Porto Alegre: Artmed, 2006 (adaptado).
 Qual fenômeno evolutivo explica a manutenção das diferenças ecológicas e biológicas citadas?:
A) Deriva genética.
B) Seleção natural.
C) Fluxo gênico.
D) Mutação.
E) Equilíbrio de Hardy-Weinberg."
Preciso de uma questão de química sobre gases.,"De acordo com a Constituição Federal, é competência dos municípios o gerenciamento dos serviços de limpeza e coleta dos resíduos urbanos (lixo). No entanto, há relatos de que parte desse lixo acaba sendo incinerado, liberando substâncias tóxicas para o ambiente e causando acidentes por explosões, principalmente quando ocorre a incineração de frascos de aerossóis (por exemplo: desodorantes, inseticidas e repelentes). A temperatura elevada provoca a vaporização de todo o conteúdo dentro desse tipo de frasco, aumentando a pressão em seu interior até culminar na explosão da embalagem.
ZVEIBIL, V. Z. et al. Cartilha de limpeza urbana. Disponível em: www.ibam.org.br. Acesso em: 6 jul. 2015 (adaptado).

Suponha um frasco metálico de um aerossol de capacidade igual a 100 mL, contendo 0,1 mol de produtos gasosos à temperatura de 650 °C, no momento da explosão.

Considere: R = 0,082 L . atm / mol . K


A pressão, em atm, dentro do frasco, no momento da explosão, é mais próxima de:

A) 756.
B) 533.
C) 76.
D) 53.
E) 13."
Quero uma questão de geografia sobre fontes de energia renovável.,"Todo ano, cresce a demanda mundial de energia com o aumento das populações e do consumo. É cada vez mais necessário buscar fontes alternativas que não degradem os recursos do planeta nem comprometam a sobrevivência das espécies. Ainda há muito o que se descobrir sobre o uso eficiente de recursos energéticos provenientes de fontes renováveis, mas elas estão mais próximas do que parece da adoção em larga escala.
BARBOSA, M. Asustentabilidade da energia renovável. Superinteressante, n. 102,1996.
 Os recursos energéticos do tipo citado são provenientes de:
A) pilhas e baterias.
B) usinas maremotrizes e combustíveis fósseis.
C) usinas nucleares e hidrelétricas.
D) células solares e geradores eólicos.
E) centrais geotérmicas e termoelétricas."
Gere uma questão de sociologia sobre trabalho e sociedade.,"Desde o mundo antigo e sua filosofia, que o trabalho tem sido compreendido como expressão de vida e degradação, criação e infelicidade, atividade vital escravidão, felicidade social e servidão. Trabalho e fadiga. Na Modernidade, sob o comando do mundo da mercadoria e do dinheiro, a prevalência do negócio (negar o ócio) veio sepultar o império do repouso, da folga e da preguiça, criando uma ética positiva do trabalho.
ANTUNES, R. O século XX e a era da degradação do trabalho. In: SILVA, J. P. (Org.). Por uma sociologia do século XX. São Paulo: Annablume, 2007 (adaptado).
 O processo de ressignificação do trabalho nas sociedades modernas teve início a partir do surgimento de uma nova mentalidade, influenciada pela:
A) Reforma Protestante, que expressou a importância das atividades laborais no mundo secularizado.
B) reforma higienista, que combateu o caráter excessivo e insalubre do trabalho fabril.
C) participação das mulheres em movimentos sociais, defendendo o direito ao trabalho.
D) visão do catolicismo, que, desde a Idade Média, defendia a dignidade do trabalho e do lucro
E) força do sindicalismo, que emergiu no esteio do anarquismo reivindicando direitos trabalhistas."
Me envie uma questão de filosofia sobre niilismo.,"Vi os homens sumirem-se numa grande tristeza. Os melhores cansaram-se das suas obras. Proclamou-se uma doutrina e com ela circulou uma crença: Tudo é oco, tudo é igual, tudo passou! O nosso trabalho foi inútil; o nosso vinho tornou-se veneno; o mau olhado amareleceu-nos os campos e os corações. Secamos de todo, e se caísse fogo em cima de nós, as nossas cinzas voariam em pó. Sim; cansamos o próprio fogo. Todas as fontes secaram para nós, e o mar retirou-se. Todos os solos se querem abrir, mas os abismos não nos querem tragar!
 NIETZSCHE, F. Assim falou Zaratustra, Rio de Janeiro. Ediouro, 1977.

O texto exprime uma construção alegórica, que traduz um entendimento da doutrina niilista, uma vez que: 
A) reforça a liberdade do cidadão. 
B) desvela os valores do cotidiano. 
C) exorta as relações de produção. 
D) destaca a decadência da cultura. 
E) amplifica o sentimento de ansiedade."
Quero uma questão de português sobre figuras de linguagem.,"O ouro do século 21

Cério, gadolínio, lutécio, promécio e érbio; sumário, térbio e disprósio; hólmio, túlio e itérbio. Essa lista de nomes esquisitos e pouco conhecidos pode parecer a escalação de um time de futebol, que ainda teria no banco de reservas lantânio, neodímio, praseodímio, európio, escândio e ítrio. Mas esses 17 metais, chamados de terras raras, fazem parte da vida de quase todos os humanos do planeta. Chamados por muitos de “ouro do século 21”, “elementos do futuro” ou “vitaminas da indústria”, eles estão nos materiais usados na fabricação de lâmpadas, telas de computadores, tablets e celulares, motores de carros elétricos, baterias e até turbinas eólicas. Apesar de tantas aplicações, o Brasil, dono da segunda maior reserva do mundo desses metais, parou de extraí-los e usá-los em 2002. Agora, volta a pensar em retomar sua  exploração.
 SILVEIRA, E. Disponível em: www.revistaplaneta.com.br. Acesso em: 6 dez. 2017 (adaptado).

 As aspas sinalizam expressões metafóricas empregadas intencionalmente pelo autor do texto para: 
A) imprimir um tom irônico à reportagem. 
B) incorporar citações de especialistas à reportagem. 
C) atribuir maior valor aos metais, objeto da reportagem.
D) esclarecer termos científicos empregados na reportagem. 
E) marcar a apropriação de termos de outra ciência pela reportagem."
Pode gerar uma questão de matemática sobre estatística descritiva?,"Um zootecnista pretende testar se uma nova ração para coelhos é mais eficiente do que a que ele vem utilizando atualmente. A ração atual proporciona uma massa média de 10 kg por coelho, com um desvio padrão de 1 kg, alimentado com essa ração durante um período de três meses.
 O zootecnista selecionou uma amostra de coelhos e os alimentou com a nova ração pelo mesmo período de tempo. Ao final, anotou a massa de cada coelho, obtendo um desvio padrão de 1,5 kg para a distribuição das massas dos coelhos dessa amostra. 
Para avaliar a eficiência dessa ração, ele utilizará o coeficiente de variação (CV) que é uma medida de dispersão definida por CV = S/X em que s representa o desvio padrão e X, a média das massas dos coelhos que foram alimentados com uma determinada ração. 
O zootecnista substituirá a ração que vinha utilizando pela nova, caso o coeficiente de variação da distribuição das massas dos coelhos que foram alimentados com a nova ração for menor do que o coeficiente de variação da distribuição das massas dos coelhos que foram alimentados com a ração atual. 
A substituição da ração ocorrerá se a média da distribuição das massas dos coelhos da amostra, em quilograma, for superior a: 
A) 5,0. 
B) 9,5. 
C) 10,0. 
D) 10,5. 
E) 15,0."
Me dá uma questão de física sobre leis de Kepler.,"Na linha de uma tradição antiga, o astrônomo grego Ptolomeu (100-170 d.C.) afirmou a tese do
geocentrismo, segundo a qual a Terra seria o centro do universo, sendo que o Sol, a Lua e os planetas girariam em seu redor em órbitas circulares. A teoria de Ptolomeu resolvia de modo razoável os problemas astronômicos da sua época. Vários séculos mais tarde, o clérigo e
astrônomo polonês Nicolau Copérnico (1473-1543), ao encontrar inexatidões na teoria de Ptolomeu, formulou a teoria do heliocentrismo, segundo a qual o Sol deveria ser considerado o centro do universo, com a Terra, a Lua e os planetas girando circularmente em torno dele. Por fim, o
astrônomo e matemático alemão Johannes Kepler (1571-1630), depois de estudar o planeta Marte por cerca de trinta anos, verificou que a sua órbita é elíptica. Esse resultado generalizou-se para os demais planetas.

A respeito dos estudiosos citados no texto, é correto afirmar que

A) Ptolomeu apresentou as ideias mais valiosas, por serem mais antigas e tradicionais.
B) Copérnico desenvolveu a teoria do heliocentrismo inspirado no contexto político do Rei Sol.
C) Copérnico viveu em uma época em que a pesquisa científica era livre e amplamente incentivada pelas autoridades.
D) Kepler estudou o planeta Marte para atender às necessidades de expansão econômica e científica da Alemanha.
E) Kepler apresentou uma teoria científica que, graças aos métodos aplicados, pôde ser testada e generalizada."
Quero uma questão de história sobre o período colonial brasileiro.,"TEXTO I
O príncipe D. João VI podia ter decidido ficar em Portugal. Nesse caso, o Brasil com certeza não existiria. A Colônia se fragmentaria, como se fragmentou a parte espanhola da América. Teríamos, em vez do Brasil de hoje, cinco ou seis países distintos. (José Murilo de Carvalho)
 TEXTO II
Há no Brasil uma insistência em reforçar o lugar-comum segundo o qual foi D. João VI o responsável pela unidade do país. Isso não é verdade. A unidade do Brasil foi construída ao longo do tempo e é, antes de tudo, uma fabricação da Coroa. A ideia de que era preciso fortalecer um Império com os territórios de Portugal e Brasil começou já no século XVIII. (Evaldo Cabral de Mello)
1808 - O primeiro ano do resto de nossas vidas. Folha de S. Paulo, 25 nov. 2007(adaptado)
 Em 2008, foi comemorado o bicentenário da chegada da família real portuguesa ao Brasil. Nos textos, dois importantes historiadores brasileiros se posicionam diante de um dos possíveis legados desse episódio para a história do país. O legado discutido e um argumento que sustenta a diferença do primeiro ponto de vista para o segundo estão associados, respectivamente, em::
A) Continuidade espacial — Cooptação dos movimentos separatistas nas províncias.
B) Integridade territorial — Centralização da administração régia na Corte.
C) Homogeneidade intelectual — Difusão das idéias liberais nas universidades.
D) Uniformidade cultural — Manutenção da mentalidade escravista nas fazendas.
E) Desigualdade social — Concentração da propriedade fundiária no campo."
Manda uma questão de biologia sobre respiração celular.,"Mitocôndrias são organelas citoplasmáticas em que ocorrem etapas do processo de respiração celular. Nesse processo, moléculas orgânicas são transformadas e, juntamente com o O2, são produzidos CO2 e H2O, liberando energia, que é armazenada na célula na forma de ATP.

Na espécie humana, o gameta masculino (espermatozoide) apresenta, em sua peça intermediária, um conjunto de mitocôndrias, cuja função é:
A) facilitar a ruptura da membrana do ovócito.
B) fornecer energia para sua locomoção.
C) localizar a tuba uterina para fecundação do gameta feminino.
D) acelerar sua maturação durante a espermatogênese.
E) aumentar a produção de hormônios sexuais masculinos."
Gera uma questão de química sobre equilíbrio químico.,"Vários ácidos são utilizados em indústrias que descartam seus efluentes nos corpos d’água, como rios e lagos, podendo afetar o equilíbrio ambiental. Para neutralizar a acidez, o sal carbonato de cálcio pode ser adicionado ao efluente, em quantidades apropriadas, pois produz bicarbonato, que neutraliza a água. As equações envolvidas no processo são apresentadas:

(I) CaCO₃(s) + CO₂(g) + H₂O(l) ⇌ Ca²⁺(aq) + 2 HCO₃⁻(aq)

(II) HCO₃⁻(aq) ⇌ H⁺(aq) + CO₃²⁻(aq);   K₁ = 3,0×10⁻¹¹

(III) CaCO₃(s) ⇌ Ca²⁺(aq) + CO₃²⁻(aq);   K₂ = 6,0×10⁻⁹

(IV) CO₂(g) + H₂O(l) ⇌ H⁺(aq) + HCO₃⁻(aq);   K₃ = 2,5×10⁻⁷

Com base nos valores das constantes de equilíbrio das reações II, III e IV a 25 °C, qual é o valor numérico da constante de equilíbrio da reação I?:
A) 4,5×10⁻²⁶
B) 5,0×10⁻⁵
C) 2,2×10²⁶
D) 0,8×10⁻⁹
E) 0,2×10⁵"
Preciso de uma questão de geografia sobre biomas brasileiros.,"Determinado bioma brasileiro apresenta vegetação conhecida por perder as folhas e ficar apenas com galhos esbranquiçados, ao passar por até nove meses de seca. As plantas podem acumular água no caule e na raiz, além de apresentarem folhas pequenas, que em algumas espécies assumem a forma de espinhos.
 Qual região fitogeográfica brasileira apresenta plantas com essas características?:
A) Floresta Amazônica.
B) Pantanal.
C) Cerrado.
D) Mata Atlântica.
E) Caatinga."
