input,output
Me envie uma questão de português sobre conectivos.,"Em um debate sobre sustentabilidade, um estudante argumenta: 'O desenvolvimento de tecnologias verdes é essencial, pois reduz a emissão de poluentes. Além disso, pode gerar empregos nos setores de energia renovável.' Considerando o uso de conectivos na construção das ideias apresentadas, assinale a alternativa que melhor descreve a função dos conectivos utilizados na fala do estudante:
A) Os conectivos 'pois' e 'além disso' introduzem, respectivamente, uma explicação e uma adição à primeira afirmação.
B) Os conectivos 'pois' e 'além disso' têm a função de adicionar argumentos equivalentes.
C) Os conectivos 'pois' e 'além disso' são usados para contrastar as ideias da emissão de poluentes e a geração de empregos.
D) Ambos os conectivos têm a função de concluir o argumento apresentado pelo estudante."
Gere uma questão de matemática sobre geometria espacial.,"Um arquiteto está projetando uma piscina em forma de paralelepípedo retângulo, cujas dimensões são 8 metros de comprimento, 4 metros de largura e 2 metros de profundidade. Ele deseja saber quantos litros de água a piscina pode comportar quando estiver cheia. Sabendo que 1 metro cúbico equivale a 1.000 litros, quantos litros de água a piscina poderá armazenar ao ser completamente preenchida?
A) 8.000 litros, pois o volume da piscina é obtido pela fórmula V = l × w × h = 8 × 4 × 2.
B) 320 litros, porque o volume foi calculado erroneamente ao aplicar a fórmula.
C) 96.000 litros, caso o arquiteto tenha considerado um volume maior do que o real.
D) 64.000 litros, para as dimensões de uma piscina de área superior à que foi proposta."
Quero uma questão de física sobre movimento uniformemente variado.,"Durante uma manhã ensolarada, um carro parte do repouso e inicia um movimento retilíneo uniformemente variado, acelerando a uma taxa constante de 2 m/s². Após 5 segundos, o motorista observa que o carro percorreu uma certa distância até parar em um sinal vermelho. Considerando que o carro não apresenta nenhuma resistência ou atrito e que a aceleração é constante, calcule a distância total percorrida pelo carro durante esse tempo. Qual das alternativas abaixo expressa corretamente essa distância?
A) 25 m, pois representa a soma das distâncias percorridas a cada segundo.
B) 50 m, calculada pela fórmula \(d = \frac{1}{2}at^2\), onde \(a = 2\) m/s² e \(t = 5\) s.
C) 10 m, pois foi calculada como a velocidade final após 5 s.
D) 20 m, resultante de um erro de cálculo na determinação do movimento."
Me dá uma questão de história sobre o Iluminismo.,"Durante o século XVIII, o Iluminismo emergiu como um movimento filosófico que promoveu uma nova forma de pensar sobre a razão, a ciência e a política. Esse período foi marcado por intensos debates sobre os direitos humanos, a organização do Estado e as liberdades individuais. Filósofos como Voltaire, Rousseau e Montesquieu questionavam dogmas tradicionais e propunham ideias que culminariam em transformações sociais significativas, incluindo a Revolução Francesa. Nesse contexto, a afirmação de que o governo deve ser orientado por princípios racionais e éticos, fundamentados na dignidade humana, é uma das características centrais do Iluminismo. Com base nisso, assinale a alternativa que melhor representa uma concepção iluminista sobre a política.
A) Os poderes devem ser centralizados em uma única figura autoritária que representa a vontade divina.
B) A legislação deve ser orientada por princípios religiosos, assegurando que as decisões políticas respeitem a moralidade cristã.
C) A separação dos poderes é crucial para evitar abusos e garantir que os direitos fundamentais dos cidadãos sejam respeitados.
D) A única forma válida de governo é a monarquia absoluta, que mantém a ordem e a estabilidade social."
Manda uma questão de biologia sobre evolução das espécies.,"Em um ecossistema florestal, duas populações de árvores do gênero Quercus (carvalhos) estão sendo observadas. Um grupo está localizado em áreas com alta umidade e o outro em locais secos. Com o tempo, os carvalhos da primeira população desenvolveram folhas largas, que maximizam a fotossíntese em ambientes úmidos, enquanto os da segunda população apresentam folhas menores, que têm como função reduzir a perda de água. Essa adaptação a diferentes condições ambientais ilustra um fenômeno importante no processo evolutivo. O tipo de evolução que ocorre entre essas duas populações é conhecido como
A) Evolução Alopátrica, uma vez que as espécies se isolam geograficamente durante a evolução.
B) Evolução Simpátrica, onde espécies diferentes surgem em uma mesma área sem barreiras geográficas.
C) Evolução Convergente, com espécies diferentes desenvolvendo características similares devido a adaptações semelhantes.
D) Evolução Divergente, que refere-se ao processo de formação de novas espécies a partir de um ancestral comum, adaptando-se a diferentes ambientes."
Preciso de uma questão de química sobre gases.,"Durante uma viagem de férias, Ana e sua família passaram um dia em um parque aquático. Ao entrar em uma atração, Ana notou que, ao descer por um tubo, a pressão interna variava significativamente em relação à pressão atmosférica. Essa variação fazia com que o ar, que ela entendia ser um gás ideal, se comportasse de maneira peculiar durante a descida. Considerando a Lei dos Gases Ideais, quando a temperatura ambiente na atração é de 30 °C e a pressão do ar no tubo reduz de 2 atm para 1 atm ao se deslocar por um trecho de 10 m, qual é a temperatura do ar no interior do tubo, se o volume desse gás não muda? Suponha que o volume inicial e final do gás seja o mesmo e que a constante ideal \( R \) permaneça constante.
A) 273 K
B) 600 K
C) 300 K
D) 150 K"
Quero uma questão de geografia sobre fontes de energia renovável.,"Em busca de um futuro sustentável e menos dependente de combustíveis fósseis, muitos países têm investido em fontes de energia renovável. Entre os recursos naturais disponíveis, a energia solar e a energia eólica destacam-se por sua capacidade de reduzir a emissão de gases de efeito estufa. No entanto, nem todas as fontes de energia são consideradas renováveis. Portanto, é fundamental identificar quais dessas fontes são verdadeiramente sustentáveis e não se esgotam com o uso. Com base na discussão apresentada, qual das alternativas a seguir representa uma fonte de energia renovável?
A) Carvão mineral, que é uma fonte abundante e barata.
B) Energias solares, que utilizam a radiação do sol para produzir eletricidade.
C) Petróleo, que é uma fonte não renovável e poluente.
D) Gás natural, que é considerado mais limpo, mas ainda é um combustível fóssil."
Gere uma questão de sociologia sobre trabalho e sociedade.,"Em contextos de crescente mecanização e automação nas indústrias, muitos trabalhadores enfrentam a insegurança quanto à continuidade de seus empregos em função das inovações tecnológicas. Esse quadro revela um fenômeno importante na sociedade contemporânea, no qual a relação entre tecnologia e trabalho está em constante transformação. Com base nessa discussão, podemos afirmar que, entre os efeitos da automação no mundo do trabalho, um dos mais imediatos tem sido o(a)
A) aumento da desigualdade social, uma vez que os trabalhadores com habilidades técnicas são favorecidos em relação àqueles com menor qualificação.
B) redução da carga horária de trabalho, permitindo que os trabalhadores desfrutem de mais tempo livre.
C) melhoria das condições de trabalho, uma vez que a automação elimina tarefas perigosas e desgastantes.
D) aumento da demanda por mão de obra, uma vez que a automação gera novas oportunidades de emprego em setores emergentes."
Me envie uma questão de filosofia sobre niilismo.,"Imagine um jovem em uma escola que, constantemente questionando o sentido de suas atividades diárias, se sente desiludido com as tradições e expectativas da sociedade. Ele reflete sobre a falta de um significado intrínseco em sua vida e na vida em geral, o que o leva a se identificar com o niilismo, uma filosofia que nega a existência de valores absolutos e propõe um profundo ceticismo frente à moralidade e ao propósito da vida. Com base nessa reflexão, qual das seguintes afirmativas melhor sintetiza os princípios fundamentais do niilismo e suas implicações éticas?
A) O niilismo propõe que a vida não possui valores ou significados objetivos, levando os indivíduos a criar seus próprios valores e propósitos.
B) O niilismo afirma que a moralidade é baseada em princípios divinos imutáveis, que devem ser seguidos irrestritamente pelos indivíduos.
C) O niilismo defende que os seres humanos devem buscar a felicidade a qualquer custo, ignorando as consequências de suas ações.
D) O niilismo vê todas as tradições e instituições como absolutas, recomendando a adesão incondicional a elas para garantir uma vida com sentido."
Quero uma questão de português sobre figuras de linguagem.,"Durante uma aula de literatura, o professor pediu aos alunos que analisassem um trecho de uma canção famosa, no qual o autor diz: ""Os olhos dela brilhavam como estrelas no céu"". Os alunos devem identificar a figura de linguagem presente nessa comparação. Qual é a figura de linguagem utilizada na frase citada?
A) metáfora
B) hipérbole
C) comparação
D) alusão"
Pode gerar uma questão de matemática sobre estatística descritiva?,"Em uma escola, foram coletadas as notas de 10 alunos em uma prova de matemática, cuja avaliação variava de 0 a 10. As notas não foram divulgadas individualmente, mas a lista das notas, em ordem crescente, é a seguinte: 4, 5, 5, 6, 7, 7, 8, 8, 9, 10. Com base nesses dados, responda às alternativas sobre as medidas estatísticas de média, mediana e moda que foram calculadas para esse conjunto de notas. Qual das seguintes afirmações é correta?
A) A média das notas é 7, a mediana é 7 e a moda é 5.
B) A média das notas é 7, a mediana é 8 e a moda é 7.
C) A média das notas é 7, a mediana é 7 e a moda é 8.
D) A média das notas é 7, a mediana é 8 e a moda é 5."
Me dá uma questão de física sobre leis de Kepler.,"A observação do movimento dos planetas ao redor do Sol foi revolucionada pelas leis de Kepler, que descrevem padrões fundamentais na astronomia. A primeira lei de Kepler afirma que os planetas se movem em órbitas elípticas, com o Sol localizado em um dos focos. Com base nessa lei, um astrônomo está estudando a órbita de um planeta fictício em torno de uma estrela. Ele descobre que a distância média do planeta à estrela é de 3 unidades astronômicas (UA) e que o seu período orbital é de 5 anos. Considerando as características da órbita deste planeta, qual das alternativas a seguir é uma consequência direta da primeira lei de Kepler?
A) O planeta possui uma velocidade constante durante sua órbita, independente da sua posição em relação à estrela.
B) A distância entre o planeta e a estrela varia ao longo do ano orbital, aumentando quando o planeta está mais próximo do foco da elipse.
C) A órbita do planeta é circular, o que implica que a distância do planeta à estrela é sempre a mesma.
D) O tempo que o planeta leva para se aproximar da estrela é o mesmo tempo que leva para se afastar dela durante sua órbita."
Quero uma questão de história sobre o período colonial brasileiro.,"No contexto do período colonial brasileiro, as relações entre a metrópole portuguesa e as colônias passam por complexos aspectos sociais, econômicos e administrativos. Entre as várias atividades exploratórias desse período, destaca-se a produção canavieira, que gerou profundas transformações nas relações sociais e na economia local. Em relação a essa atividade, é correto afirmar que:
A) a produção de açúcar foi realizada exclusivamente em grandes propriedades, o que impediu o surgimento de outras atividades agrícolas diversificadas na colônia.
B) o açúcar cultivado nas plantações brasileiras era destinado exclusivamente ao mercado interno, limitando o crescimento econômico das colônias.
C) a exploração da cana-de-açúcar exigiu um sistema de trabalho baseado na escravidão, que contribuiu para a fundação de uma sociedade estratificada e profundamente desigual.
D) o comércio do açúcar gerou uma significativa autonomia econômica para as colônias, permitindo que os colonos estabelecessem relações diretas com outros mercados internacionais."
Manda uma questão de biologia sobre respiração celular.,"A respiração celular é um processo vital para os organismos, no qual a energia contida em moléculas orgânicas é convertida em ATP, a principal fonte de energia da célula. Esse processo pode ocorrer de maneira aeróbica ou anaeróbica, dependendo da presença ou ausência de oxigênio. Em um experimento em laboratório, alunos da disciplina de Biologia decidem investigar a respiração celular, utilizando diferentes fontes de glicose e realizando observações sobre a formação de ATP. Considerando os principais processos envolvidos na respiração celular, analise as afirmações a seguir e assinale a alternativa correta:
A) A glicólise ocorre tanto na respiração anaeróbica quanto na aeróbica, gerando duas moléculas de ATP e ácido pirúvico, que pode ser convertido em álcool ou ácido lático na ausência de oxigênio.
B) Na respiração aeróbica, o ciclo de Krebs ocorre no citosol, onde uma única molécula de glicose é convertida em gás carbônico e água sem a necessidade de oxigênio.
C) A respiração celular anaeróbica é menos eficiente que a aeróbica, pois resulta em um total de 36 ATP por molécula de glicose, utilizando o oxigênio como aceptor de elétrons na fase final.
D) O ciclo de Krebs ocorre no citosol e resulta na produção de ATP, que é usado exclusivamente para a síntese de glicólise."
Gera uma questão de química sobre equilíbrio químico.,"Em um experimento de química, foram combinados 2 mols de óxido de nitrogênio (NO) com 1 mol de oxigênio (O2) em um recipiente fechado. A reação que ocorre é: 2NO (g) + O2 (g) ⇌ 2NO2 (g). Após um período de tempo, verificou-se que a concentração de NO2 formada foi de 0,5 mol/L ao atingir o equilíbrio. Considerando que o volume do recipiente é de 5 L, a constante de equilíbrio (Kc) para essa reação, em termos de mol/L, é igual a:
A) 0,05
B) 0,50
C) 1,00
D) 2,00"
Preciso de uma questão de geografia sobre biomas brasileiros.,"O Brasil é conhecido por sua incrível diversidade de biomas, cada um com características únicas em relação à vegetação, fauna e clima. O Pantanal, por exemplo, destaca-se como a maior planície inundável do mundo, abrigando uma rica variedade de espécies. Em contraste, a Caatinga é um bioma semiárido com vegetação xerófila, adaptada à escassez de água. Considerando essas informações, analise as assertivas abaixo sobre os biomas brasileiros e assinale a alternativa correta:
A) O bioma Pantanal, devido à sua grande área alagada, possui uma biodiversidade única, com destaque para aves aquáticas e mamíferos como a capivara, sendo considerada uma área de importância global para a conservação da vida selvagem.
B) O bioma Cerrado é inteiramente coberto por florestas densas, apresentando alta umidade ao longo do ano, o que resulta em sua classificação como floresta tropical.
C) A Mata Atlântica é um bioma predominantemente aberto, onde a vegetação é composta apenas por gramíneas, sendo muitas vezes confundido com os campos sulinos devido ao padrão de vegetação.
D) A Caatinga é um bioma que apresenta alta pluviosidade, caracterizando-se pela abundância de vegetação verde e diversificada, com várias espécies de árvores altas e frondosas."
